vid,title,tag,time,duration,views,link
O3OQEVpZDIE,All The Bike Tech We Regret Buying! | GCN Tech Show Ep. 235,Tech,7 days ago,19:18,"106,361 views",https://www.youtube.com/watch?v=O3OQEVpZDIE
YfKKjKaaJdE,Why Amazon’s CEO Is Working to Undo A Bezos-Led Overexpansion | Tech News Briefing Podcast | WSJ,Tech,5 days ago,7:21,"191,549 views",https://www.youtube.com/watch?v=YfKKjKaaJdE
-AnLVFt7mvA,Why Apple's M2 Pro MacBooks will be BETTER than you think!,Tech,10 days ago,12:08,"73,392 views",https://www.youtube.com/watch?v=-AnLVFt7mvA
JjHNToTj_Ho,5 Tech products that survived the Impossible.,Tech,10 days ago,1:00,"11,633,641 views",https://www.youtube.com/watch?v=JjHNToTj_Ho
zXA2F6xezj4,Tech House Mix 2022 | MARCH,Tech,4 months ago,1:00:55,"267,002 views",https://www.youtube.com/watch?v=zXA2F6xezj4
Ti8scviDiYc,Dream has Too Much Money,Tech,3 weeks ago,23:55,"2,092,291 views",https://www.youtube.com/watch?v=Ti8scviDiYc
BS-jNLkkFnU,Samsung Galaxy A53 5G | Forget the iPhone SE 2022,Tech,3 months ago,7:39,"488,853 views",https://www.youtube.com/watch?v=BS-jNLkkFnU
qPKHna_P9zE,Biologist Answers More Biology Questions From Twitter | Tech Support | WIRED,Tech,8 days ago,15:35,"497,329 views",https://www.youtube.com/watch?v=qPKHna_P9zE
yLMGzih8CSE,Dell XPS 15 (2022) Full Review!,Tech,6 days ago,17:16,"94,262 views",https://www.youtube.com/watch?v=yLMGzih8CSE
HZZNjd8VOms,Modern Living Room Setup Tech Transformation 2022,Tech,3 months ago,11:56,"355,774 views",https://www.youtube.com/watch?v=HZZNjd8VOms
rzj8ssvHVMM,"It's Over, Apple. The EU Won.",Tech,3 weeks ago,6:46,"863,775 views",https://www.youtube.com/watch?v=rzj8ssvHVMM
bUmULlGACEI,Dr. Michio Kaku Answers Physics Questions From Twitter | Tech Support | WIRED,Tech,11 months ago,16:19,"2,605,905 views",https://www.youtube.com/watch?v=bUmULlGACEI
e2AeKIzfQus,Jack Harlow - Nail Tech [Official Video],Tech,4 months ago,3:29,"32,527,322 views",https://www.youtube.com/watch?v=e2AeKIzfQus
kaIqhJ-BnnA,Top 5 Best Tech Gadgets Under Rs.1000 - Part II⚡Feb 2022,Tech,4 months ago,8:33,"692,573 views",https://www.youtube.com/watch?v=kaIqhJ-BnnA
NyqpJX5z9wM,Top 5 Best Tech Gadgets Under Rs.500 | Part 1 ⚡ August 2021,Tech,10 months ago,7:21,"2,495,109 views",https://www.youtube.com/watch?v=NyqpJX5z9wM
8YjMIjLLIwA,"NO other PC can match it for $4,000? - M1 Ultra Mac Studio review",Tech,6 days ago,19:58,"1,365,739 views",https://www.youtube.com/watch?v=8YjMIjLLIwA
Ay4qA5emBFw,"Pawn Stars: 7 RARE RETRO-TECH ITEMS (Vintage Computers, Watches, & More!)",Tech,3 months ago,19:06,"1,036,358 views",https://www.youtube.com/watch?v=Ay4qA5emBFw
6DYgImG1CKo,Biological Anthropologist Answers Love Questions From Twitter ❤️ | Tech Support | WIRED,Tech,4 months ago,13:21,"2,160,536 views",https://www.youtube.com/watch?v=6DYgImG1CKo
zBAxiQi2nPc,NVIDIA REFUSED To Send Us This - NVIDIA A100,Tech,4 months ago,23:46,"5,400,794 views",https://www.youtube.com/watch?v=zBAxiQi2nPc
EIKnxWxiS3s,Top 10 Desk Setup Tech & Workspace Accessories (2022),Tech,1 month ago,18:56,"217,783 views",https://www.youtube.com/watch?v=EIKnxWxiS3s
0aOF3CKYYrk,This delivery tech is “the closest thing to teleportation” | Freethink,Tech,4 months ago,6:44,"1,244,371 views",https://www.youtube.com/watch?v=0aOF3CKYYrk
5ziraX8V-x0,TikTok Tech Hacks need to STOP,Tech,1 month ago,12:28,"512,309 views",https://www.youtube.com/watch?v=5ziraX8V-x0
lOBaA9zg3XM,Our First Budget Gaming Build in Over a Year!,Tech,Streamed 5 months ago,1:38:57,"2,034,972 views",https://www.youtube.com/watch?v=lOBaA9zg3XM
g8sjdOjNxIE,Why This Fusion Tech May Be a Geothermal Energy Breakthrough,Tech,9 days ago,18:08,"581,990 views",https://www.youtube.com/watch?v=g8sjdOjNxIE
0vxvEf1coZQ,I Built my DREAM Gaming Room,Tech,7 days ago,17:45,"1,615,537 views",https://www.youtube.com/watch?v=0vxvEf1coZQ
c4w3uL2xDgw,Mind Blowing Road Technologies You Never Considered,Tech,1 year ago,13:04,"3,845,795 views",https://www.youtube.com/watch?v=c4w3uL2xDgw
thkjVxaw3rg,Tech House & Techno Mix – February 2022,Tech,4 months ago,1:05:49,"168,841 views",https://www.youtube.com/watch?v=thkjVxaw3rg
sZ_r3z5-DFY,Do TikTok Tech Hacks Work?,Tech,5 months ago,13:04,"1,052,653 views",https://www.youtube.com/watch?v=sZ_r3z5-DFY
hgVnEKSFSeA,"HOW TO TECH HOUSE (Acraze, Fisher, Diplo)",Tech,2 weeks ago,13:29,"59,669 views",https://www.youtube.com/watch?v=hgVnEKSFSeA
QX_AX5wkbpQ,He Left Nigeria to Build a Million Dollar Tech Company in South Africa,Tech,4 weeks ago,21:56,"120,669 views",https://www.youtube.com/watch?v=QX_AX5wkbpQ
IY0gRMpT4AY,Mac Studio FULL Teardown - M1 Ultra chip REVEALED!,Tech,3 months ago,19:31,"1,124,535 views",https://www.youtube.com/watch?v=IY0gRMpT4AY
JAKsh9meogk,Teka Barang Tech,Tech,4 days ago,7:29,"28,885 views",https://www.youtube.com/watch?v=JAKsh9meogk
xcjZvAFBH_Y,This Was Ahead of its Time!,Tech,2 weeks ago,14:03,"3,099,704 views",https://www.youtube.com/watch?v=xcjZvAFBH_Y
uMMQbcisins,Mathematician Answers Math Questions From Twitter | Tech Support | WIRED,Tech,4 months ago,17:13,"1,705,147 views",https://www.youtube.com/watch?v=uMMQbcisins
nGan_iPPdqk,Lucid Space Concept | Tech Talks | Lucid Motors,Tech,1 month ago,31:53,"79,200 views",https://www.youtube.com/watch?v=nGan_iPPdqk
4hEDKbUk03k,Talking Tech With Google CEO Sundar Pichai!!,Tech,1 month ago,9:41,"138,487 views",https://www.youtube.com/watch?v=4hEDKbUk03k
8IHqntr8FjY,"I want to love Apple, but they’re making it hard - Mac Studio SSD Swapping",Tech,2 months ago,16:06,"3,199,540 views",https://www.youtube.com/watch?v=8IHqntr8FjY
Xg9ihH15Uto,How to Land a 100K/yr Tech Job - 10 Strategies,Tech,5 months ago,11:17,"496,314 views",https://www.youtube.com/watch?v=Xg9ihH15Uto
6oIlGhTgaKo,"Mom's Basement Upgrade - Intel $5,000 Extreme Tech Upgrade",Tech,10 months ago,24:14,"3,702,147 views",https://www.youtube.com/watch?v=6oIlGhTgaKo
2aDyjJ5wj64,Battery Pack | Tech Talks | Lucid Motors,Tech,3 months ago,36:48,"315,279 views",https://www.youtube.com/watch?v=2aDyjJ5wj64
39Z00YkoUeA,"I better not screw this up - Intel $5,000 Extreme Tech Upgrade",Tech,4 months ago,23:59,"2,310,224 views",https://www.youtube.com/watch?v=39Z00YkoUeA
P63tFSLIPAg,I bought the WEIRDEST Mystery Tech.,Tech,6 months ago,17:49,"835,000 views",https://www.youtube.com/watch?v=P63tFSLIPAg
ugtntRVMqFo,PLEASE be good! - Kwumsy P2 Pro Triple Monitor,Tech,10 days ago,14:42,"1,892,058 views",https://www.youtube.com/watch?v=ugtntRVMqFo
umCaMAtCrsg,The VR Tech Combatting Loneliness Among Seniors | WSJ,Tech,2 days ago,8:06,"83,564 views",https://www.youtube.com/watch?v=umCaMAtCrsg
_OgzVBY5G8o,Meaningless Tech Specs,Tech,3 weeks ago,5:15,"297,080 views",https://www.youtube.com/watch?v=_OgzVBY5G8o
k8RkyaSHFLM,Apple makes my brain hurt… - Peek Performance Event,Tech,3 months ago,11:43,"2,411,338 views",https://www.youtube.com/watch?v=k8RkyaSHFLM
Q2ysbTVlPdk,Doctor Answers Gut Questions From Twitter | Tech Support | WIRED,Tech,1 month ago,13:33,"831,358 views",https://www.youtube.com/watch?v=Q2ysbTVlPdk
unZZDv5l6PA,Tech Journalist Reacts to Weird Amazon Products,Tech,6 days ago,13:50,"35,884 views",https://www.youtube.com/watch?v=unZZDv5l6PA
Rgx8dpiPwpA,a day in the life of an engineer working from home,Tech,1 year ago,8:42,"12,967,939 views",https://www.youtube.com/watch?v=Rgx8dpiPwpA
Oy8zSYKkczI,Retro Tech: Game Boy,Tech,3 years ago,23:49,"37,469,251 views",https://www.youtube.com/watch?v=Oy8zSYKkczI
0FC94Tgz2ho,Dope Tech:  The $3500 Bluetooth Speaker!,Tech,2 years ago,8:49,"5,712,695 views",https://www.youtube.com/watch?v=0FC94Tgz2ho
4u9Y8tr4Zv0,Top 10 Trending Tech Courses For 2022 | Trending Tech Courses In IT | In-Demand Courses |Simplilearn,Tech,6 months ago,11:26,"194,368 views",https://www.youtube.com/watch?v=4u9Y8tr4Zv0
dHc7MW6x0JQ,Fertility Expert Answers Questions From Twitter | Tech Support | WIRED,Tech,5 months ago,18:32,"1,420,303 views",https://www.youtube.com/watch?v=dHc7MW6x0JQ
T3B-bPOcbOY,Crazy Tech You Didn't Know Existed!,Tech,5 months ago,14:44,"2,603,342 views",https://www.youtube.com/watch?v=T3B-bPOcbOY
n5dlcXEQIw0,How YouTube Shorts Became TikTok’s Biggest Rival | Tech News Briefing Podcast | WSJ,Tech,8 days ago,7:41,"151,302 views",https://www.youtube.com/watch?v=n5dlcXEQIw0
TUJKLqRGXuk,Top 5 - Best EDC/Tech Under $50 - June 2022,Tech,10 days ago,8:43,"140,774 views",https://www.youtube.com/watch?v=TUJKLqRGXuk
mrkAmmMakMg,The Nothing Phone LOOKS Different,Tech,9 days ago,6:49,"6,534,656 views",https://www.youtube.com/watch?v=mrkAmmMakMg
9oFQzvPUzeU,Ken Jeong Answers Medical Questions From Twitter | Tech Support | WIRED,Tech,5 years ago,6:21,"41,605,395 views",https://www.youtube.com/watch?v=9oFQzvPUzeU
Qq6rFIOQxWY,Top 8 Upcoming Phones in July 2022 & 8 Reasons Why You Shouldn't Buy One in June!,Tech,5 days ago,9:32,"16,749 views",https://www.youtube.com/watch?v=Qq6rFIOQxWY
5CwWFD1QxF8,"Tech House Mix 2022 #2 (Gorillaz, Modjo, Gala, Natalia Lafourcad, Plan B, Showtek, Joel Corry...)",Tech,4 months ago,1:35:28,"199,760 views",https://www.youtube.com/watch?v=5CwWFD1QxF8
8KVTXwJZqiA,"Top 10+ Best Upcoming Mobile Phone Launches In July 2022⚡Under Rs.20K, Rs.30K, Rs.40K & More",Tech,6 days ago,6:58,"491,044 views",https://www.youtube.com/watch?v=8KVTXwJZqiA
hirwWTJ42ck,I need help... - Tech House Move Day 1,Tech,1 month ago,26:10,"1,604,558 views",https://www.youtube.com/watch?v=hirwWTJ42ck
OkCX8d8WSOg,Linus goes into a real girl's bedroom - Intel Extreme Tech Upgrade,Tech,5 months ago,26:56,"3,901,250 views",https://www.youtube.com/watch?v=OkCX8d8WSOg
iuL1NTNGMA8,"I have SO many questions - Intel $5,000 Extreme Tech Upgrade",Tech,3 months ago,26:11,"2,214,592 views",https://www.youtube.com/watch?v=iuL1NTNGMA8
gCnJjWRf5dk,"The Prettiest Gaming Setup - Intel $5,000 Extreme Tech Upgrade",Tech,2 months ago,24:32,"3,417,025 views",https://www.youtube.com/watch?v=gCnJjWRf5dk
A9qSEG10cA8,Tech House Mix 2022 | JANUARY,Tech,5 months ago,1:02:47,"359,739 views",https://www.youtube.com/watch?v=A9qSEG10cA8
9YRUcaZdycE,"moto g82 Unboxing & First Impressions  ⚡ 10-bit pOLED Screen, OIS Camera @ Rs.19,999*!",Tech,3 weeks ago,9:27,"727,547 views",https://www.youtube.com/watch?v=9YRUcaZdycE
ip9Yy1dz5ew,"Absolutely everything went wrong - Intel $5,000 Extreme Tech Upgrade",Tech,1 month ago,21:08,"2,114,576 views",https://www.youtube.com/watch?v=ip9Yy1dz5ew
vLwpinAXf4w,മുതലയെ കറിവെക്കാനായി തായ്‌ലന്റിലേക്ക്| Largest Crocodile Farm | M4 Tech | Sriracha Farm Thailand,Tech,7 days ago,15:04,"316,719 views",https://www.youtube.com/watch?v=vLwpinAXf4w
hiLlNzxDfAg,This guy has a PROBLEM - Tech Hoarders,Tech,2 years ago,20:38,"6,446,327 views",https://www.youtube.com/watch?v=hiLlNzxDfAg
gzzfgX0TkG0,Cool Tech Under $50 - August!,Tech,10 months ago,10:30,"869,164 views",https://www.youtube.com/watch?v=gzzfgX0TkG0
gpLoMzonCX0,HUGE TECH DECK SKATEPARK!,Tech,10 months ago,10:01,"668,081 views",https://www.youtube.com/watch?v=gpLoMzonCX0
2X-ZayiWAKo,"Dennis WASTED His Money - Intel $5,000 Extreme Tech Upgrade",Tech,1 year ago,23:52,"8,431,709 views",https://www.youtube.com/watch?v=2X-ZayiWAKo
jNHbkjlkJeo,NIVAIX | Tribal Tech House Tulum 2021 | by @EPHIMERA Tulum,Tech,8 months ago,1:01:05,"1,641,863 views",https://www.youtube.com/watch?v=jNHbkjlkJeo
kMtN9KJHn5Y,RETRO TECH: CAMCORDER,Tech,2 years ago,22:55,"9,034,010 views",https://www.youtube.com/watch?v=kMtN9KJHn5Y
WYRCqnOYE6M,Tech House Mix 2021 | JANUARY,Tech,1 year ago,1:02:02,"1,582,411 views",https://www.youtube.com/watch?v=WYRCqnOYE6M
igd18IdOcQw,Big Crocodile Grilling | Sriracha farm | വലിയ മുതലയെ കനലിൽ ചുട്ടപ്പോൾ | M4 Tech |,Tech,7 days ago,14:36,"2,162,348 views",https://www.youtube.com/watch?v=igd18IdOcQw
Ryij01EbQkI,Botanist Answers Plant Questions From Twitter | Tech Support | WIRED,Tech,3 months ago,26:13,"865,843 views",https://www.youtube.com/watch?v=Ryij01EbQkI
w00rk335AWY,எந்த விலையில் என்ன Mobile வாங்கலாம்! 🤳 | Which is Best Mobile Under 10K to 100k Explained | TechBoss,Tech,5 days ago,7:28,"194,852 views",https://www.youtube.com/watch?v=w00rk335AWY
T_q2TWRCWlU,Tech House Mix 2022 | FEBRUARY,Tech,4 months ago,1:01:35,"307,795 views",https://www.youtube.com/watch?v=T_q2TWRCWlU
HjZ4POvk14c,Valve Left Me Unsupervised: Steam Deck Hardware Review,Tech,4 months ago,17:38,"3,325,812 views",https://www.youtube.com/watch?v=HjZ4POvk14c
lt_VgPU8cCc,study vlog | preparing for uni & unboxing tons of tech for my desk,Tech,5 days ago,17:47,"36,837 views",https://www.youtube.com/watch?v=lt_VgPU8cCc
TYuJdnn6NyE,Scientists FINALLY Discovered a NEW Way To Travel Faster Than Light!,Tech,3 months ago,10:22,"3,456,507 views",https://www.youtube.com/watch?v=TYuJdnn6NyE
_Yr6CaKstZw,Fake SSD Scams (Worse Than I Thought) - Krazy Ken's Tech Talk,Tech,7 days ago,13:56,"218,168 views",https://www.youtube.com/watch?v=_Yr6CaKstZw
1n_K2FJd8uE,Zone7 - Reborn live set (VIDEO OFICIAL) 🔥 Tech House Dj Set,Tech,1 year ago,1:28:08,"558,117 views",https://www.youtube.com/watch?v=1n_K2FJd8uE
RXvzM9PPEAc,I was FORCED to buy a Chromebook….,Tech,5 months ago,13:05,"3,681,533 views",https://www.youtube.com/watch?v=RXvzM9PPEAc
kXIOuUUZO2s,The Steam Deck is Incomplete,Tech,4 months ago,18:31,"3,347,196 views",https://www.youtube.com/watch?v=kXIOuUUZO2s
33fkmSMgOC8,I Can't Believe I Paid Two Grand For This - Xbox Series X Dev Kit,Tech,1 month ago,21:12,"2,415,803 views",https://www.youtube.com/watch?v=33fkmSMgOC8
KkAiXzKOTNY,I've been defeated...,Tech,2 weeks ago,31:20,"2,194,573 views",https://www.youtube.com/watch?v=KkAiXzKOTNY
H23s377rdH8,Tech House Mix 2021 | SEPTEMBER,Tech,9 months ago,1:02:04,"878,168 views",https://www.youtube.com/watch?v=H23s377rdH8
tHRuYHQdc1c,GENTLEMAN - DEEP & TECH HOUSE MIX ' 2022,Tech,2 weeks ago,52:30,"48,510 views",https://www.youtube.com/watch?v=tHRuYHQdc1c
zO9hRBRmPi8,Witcher 4: CD Projekt Discusses Using Unreal Engine 5 - Tech Overview,Tech,2 months ago,2:25,"882,652 views",https://www.youtube.com/watch?v=zO9hRBRmPi8
Cn3_3A_j5-E,POCO F4 vs POCO X4 GT - Unboxing & Impressions! (ft SuperSaf),Tech,7 days ago,13:03,"36,176 views",https://www.youtube.com/watch?v=Cn3_3A_j5-E
Wj5aS8cRi_c,Elon Musk's New High-Tech Spacesuit SHOCKS The Entire Industry!,Tech,8 days ago,9:48,"201,941 views",https://www.youtube.com/watch?v=Wj5aS8cRi_c
DrrJpW4BrDg,Tech House Mix 2022 | APRIL,Tech,2 months ago,1:00:54,"141,552 views",https://www.youtube.com/watch?v=DrrJpW4BrDg
RUI1k-KHXNk,"You blew your budget on WHAT?? - Intel $5,000 Extreme Tech Upgrade",Tech,1 year ago,27:48,"3,658,175 views",https://www.youtube.com/watch?v=RUI1k-KHXNk
nZTpIXXCIYQ,Ancient Aliens: Sacred Ark Contains Alien Tech (Season 18),Tech,3 months ago,5:01,"473,816 views",https://www.youtube.com/watch?v=nZTpIXXCIYQ
Vn2vdQZhs0w,I Spent $1100 on DisplayPort Cables… for Science!,Tech,5 months ago,11:22,"1,449,411 views",https://www.youtube.com/watch?v=Vn2vdQZhs0w
n2vHm0y1Fik,Apple is FINALLY Bringing Back This LEGENDARY Product!,Tech,1 month ago,10:44,"429,922 views",https://www.youtube.com/watch?v=n2vHm0y1Fik
DDcA0c-Ahq0,Nvidia missed the memo - GeForce RTX 3090 Ti,Tech,3 months ago,10:35,"1,744,637 views",https://www.youtube.com/watch?v=DDcA0c-Ahq0
vRdZ6NvPG5I,The EASIEST Gaming PC Build Ever!,Tech,2 months ago,13:25,"950,626 views",https://www.youtube.com/watch?v=vRdZ6NvPG5I
f9SA25OukyM,Former FBI Agent Answers Body Language Questions From Twitter | Tech Support | WIRED,Tech,1 year ago,19:04,"3,466,601 views",https://www.youtube.com/watch?v=f9SA25OukyM
bnGBqzqA9mo,Sanitation Expert Answers Trash Questions From Twitter | Tech Support | WIRED,Tech,2 months ago,13:44,"346,715 views",https://www.youtube.com/watch?v=bnGBqzqA9mo
kt-UpHI7mmE,"Texas Tech steals home to win the game, a breakdown",Tech,3 months ago,6:17,"1,557,241 views",https://www.youtube.com/watch?v=kt-UpHI7mmE
-EZ_3Tq9a8c,Dope Tech: Weirdest Earbuds I've Ever Tried!,Tech,3 months ago,13:18,"2,455,402 views",https://www.youtube.com/watch?v=-EZ_3Tq9a8c
O0gbfvJDsv4,"""The Fastest Gaming CPU in the World"" - Ryzen 7 5800X3D",Tech,2 months ago,10:00,"1,654,144 views",https://www.youtube.com/watch?v=O0gbfvJDsv4
enBoNuS2VjU,Please dont make me buy an xbox,Tech,1 month ago,18:50,"1,878,835 views",https://www.youtube.com/watch?v=enBoNuS2VjU
dgEYV2s8Pg4,Biologist Answers Even More Biology Questions From Twitter | Tech Support | WIRED,Tech,6 days ago,12:29,"233,183 views",https://www.youtube.com/watch?v=dgEYV2s8Pg4
VJI88QIW7H4,RETRO TECH: MACINTOSH,Tech,2 years ago,26:05,,https://www.youtube.com/watch?v=VJI88QIW7H4
m7Pn7_a37W8,Cooling a PC with a 2.5HP Pump,Tech,2 months ago,12:44,"1,751,472 views",https://www.youtube.com/watch?v=m7Pn7_a37W8
-sl0o9YMLH8,"13"" M2 MacBook Pro vs 14"" MacBook Pro - What you NEED to KNOW!",Tech,2 weeks ago,11:44,"144,052 views",https://www.youtube.com/watch?v=-sl0o9YMLH8
HYEmuFnN2zE,Something Crazy Happened During This Unboxing 😯⚡Best Tech Of March '22,Tech,3 months ago,8:25,"404,890 views",https://www.youtube.com/watch?v=HYEmuFnN2zE
YCUrphpzEqY,"Anthony gets his Wish - Intel $5,000 Extreme Tech Upgrade",Tech,1 year ago,19:05,"4,165,468 views",https://www.youtube.com/watch?v=YCUrphpzEqY
aKkVqmvs4NA,I Let My Wife Down...,Tech,2 months ago,24:04,"2,262,614 views",https://www.youtube.com/watch?v=aKkVqmvs4NA
oUbqpcYi2fE,realme GT 2 Pro Indian Unit Unboxing & First Impressions ⚡ This Flagship Is Made Out Of Paper,Tech,2 months ago,12:39,"1,597,135 views",https://www.youtube.com/watch?v=oUbqpcYi2fE
FkZAk93Wt-k,Best Father's Day Gift Guide (Tech/EDC) - 2022,Tech,2 weeks ago,16:52,"144,629 views",https://www.youtube.com/watch?v=FkZAk93Wt-k
IUwqf08-FKU,Veterinarian Answers Pet Questions From Twitter | Tech Support | WIRED,Tech,1 month ago,13:17,"763,105 views",https://www.youtube.com/watch?v=IUwqf08-FKU
Y2aPjR-E49o,J. Kenji López-Alt Answers Cooking Questions From Twitter | Tech Support | WIRED,Tech,2 months ago,17:08,"501,983 views",https://www.youtube.com/watch?v=Y2aPjR-E49o
VhBjwiwgHnM,Elon Musk EMBARRASED NASA With SpaceX High Tech Space Suit,Tech,10 days ago,11:27,"287,876 views",https://www.youtube.com/watch?v=VhBjwiwgHnM
hRo7G2pimMY,This Van Is A Cyclist's Dream | We Drove To The Global Bike Festival!,Tech,5 days ago,11:11,"220,380 views",https://www.youtube.com/watch?v=hRo7G2pimMY
2xVBAqybA_8,Chemist Answers Chemistry Questions From Twitter | Tech Support | WIRED,Tech,1 month ago,14:00,"147,857 views",https://www.youtube.com/watch?v=2xVBAqybA_8
lpcpsCY4Mco,how programmers attend meetings at big tech companies,Tech,9 months ago,0:38,"5,134,146 views",https://www.youtube.com/watch?v=lpcpsCY4Mco
exPkwc-TXv8,REAL TECH in Anime,Tech,1 month ago,9:12,"42,993 views",https://www.youtube.com/watch?v=exPkwc-TXv8
AB68mL3BPRw,OnePlus 10 Pro Indian Unit Unboxing & First Impressions⚡OnePlus Is Back!?,Tech,3 months ago,10:39,"3,321,708 views",https://www.youtube.com/watch?v=AB68mL3BPRw
hawCmzxnIK8,Apple M2 Chip Full Performance Benchmarks Revealed! 🤯,Tech,2 weeks ago,8:33,"150,278 views",https://www.youtube.com/watch?v=hawCmzxnIK8
WKLRKCVar6Y,Installing 100 Viruses - Calling Tech Support Scammers,Tech,1 month ago,12:55,"2,538,961 views",https://www.youtube.com/watch?v=WKLRKCVar6Y
V1ksYBG2jLs,"Bitcoin is an inflation hedge and a 'Big Tech dominant digital network,' says software company",Tech,3 weeks ago,3:39,"24,862 views",https://www.youtube.com/watch?v=V1ksYBG2jLs
1weSZQGGs2k,Micro Crab Riparium Root Bowl (No Filter Low Tech),Tech,4 months ago,9:52,"423,841 views",https://www.youtube.com/watch?v=1weSZQGGs2k
9j-YD11LcLw,Making Intel's Worst Product Better.... And Also Worse,Tech,2 months ago,17:21,"1,618,790 views",https://www.youtube.com/watch?v=9j-YD11LcLw
8N5wssPlSdE,"The Jankiest EXTREME Gaming Setup - Intel $5,000 Extreme Tech Upgrade",Tech,1 year ago,29:54,"5,426,566 views",https://www.youtube.com/watch?v=8N5wssPlSdE
ndFtfqpg_9Q,Eminem - Overdrive (feat. Tech N9ne) (2022),Tech,5 months ago,2:47,"1,844,253 views",https://www.youtube.com/watch?v=ndFtfqpg_9Q
CjuO1g1ppPQ,O Vídeo Mais Importante Sobre a Bolha Tech,Tech,1 month ago,9:14,"96,048 views",https://www.youtube.com/watch?v=CjuO1g1ppPQ
EhvBdVNDcAQ,⚡Infinix SENT This 🔥 Budget LAPTOP for Students!! 💻 🤩,Tech,12 days ago,4:49,"278,471 views",https://www.youtube.com/watch?v=EhvBdVNDcAQ
DUBFEnbM_Iw,Cooking Big Snail | ഭീകര ശങ്കിനെ ചുട്ടു കഴിച്ചപ്പോൾ | M4 Tech |,Tech,8 days ago,11:49,"1,411,356 views",https://www.youtube.com/watch?v=DUBFEnbM_Iw
MJ0PBtEtD8Q,"TITA LAU 016 - LIVE STREAM @ LONDON Tech, House, Techno DJ Mix 2022, UK",Tech,Streamed 1 day ago,1:00:11,"7,988 views",https://www.youtube.com/watch?v=MJ0PBtEtD8Q
0c3hjFxjTvA,Amazing Inventions & Gadgets That Are On Another Level ▶2,Tech,2 months ago,9:53,"3,381,897 views",https://www.youtube.com/watch?v=0c3hjFxjTvA
nb4mo3MbxrY,iQOO 9 Pro & iQOO 9 Unboxing And First Impressions⚡Most Advanced Android Flagship Is Here,Tech,4 months ago,13:04,"1,528,152 views",https://www.youtube.com/watch?v=nb4mo3MbxrY
h74mZp0SvyE,AMD just proved they're not your friend - Threadripper Pro 5000 Announcement,Tech,3 months ago,11:01,"1,862,817 views",https://www.youtube.com/watch?v=h74mZp0SvyE
qSGsMN9UGDY,They Discontinued This Before I Could Buy One! - Hisense U9DG,Tech,2 months ago,9:10,"1,505,248 views",https://www.youtube.com/watch?v=qSGsMN9UGDY
okgPbtz4ZkE,[1442] Hi-Tech Tailgating With Thermal Imaging,Tech,1 month ago,4:11,"895,162 views",https://www.youtube.com/watch?v=okgPbtz4ZkE
97JZMrnRnYM,Modern Agriculture Machines That Are At Another Level ▶10,Tech,3 months ago,9:24,"9,036,783 views",https://www.youtube.com/watch?v=97JZMrnRnYM
QBugQ7y1l9s,UNDER $1500 AUD Intel 12th Gen PC Build CHALLENGE - Tech YES City Vs. Gearseekers,Tech,8 days ago,14:48,"14,808 views",https://www.youtube.com/watch?v=QBugQ7y1l9s
